,player,club,age,join_age,usd,Season,Goals Added,name,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%
289,Á. Medrán,Chicago Fire FC,26.0,25.0,2360000.0,2020.0,1.83,Alvaro Medran,Alvaro Medran,CHI,M,23.0,23.0,1996.0,2.0,6.0,37.0,13.0,0.0,0/1,2.0,0.0,0.09,5.4
290,L. Stojanovic,Chicago Fire FC,27.0,26.0,826000.0,2020.0,-0.11,Luka Stojanovic,Luka Stojanovic,CHI,M,2.0,1.0,60.0,0.0,0.0,2.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
291,B. Gutiérrez,Chicago Fire FC,17.0,16.0,118000.0,2020.0,-0.11,Brian Gutierrez,Brian Gutierrez,CHI,M,6.0,0.0,27.0,0.0,0.0,1.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
292,I. Aliseda,Chicago Fire FC,20.0,19.0,3540000.0,2020.0,-1.21,Ignacio Aliseda,Ignacio Aliseda,CHI,M,20.0,16.0,1402.0,1.0,2.0,26.0,6.0,0.0,0/0,1.0,0.0,0.06,3.8
293,P. Frankowski,Chicago Fire FC,25.0,23.0,2360000.0,2020.0,0.28,Przemyslaw Frankowski,Przemyslaw Frankowski,CHI,M,19.0,16.0,1459.0,3.0,1.0,27.0,13.0,0.0,0/0,3.0,0.0,0.19,11.1
294,F. Herbers,Chicago Fire FC,27.0,25.0,1180000.0,2020.0,1.45,Fabian Herbers,Fabian Herbers,CHI,F,21.0,18.0,1366.0,4.0,1.0,31.0,10.0,2.0,0/0,4.0,0.0,0.26,12.9
295,R. Beric,Chicago Fire FC,29.0,28.0,3540000.0,2020.0,-0.87,Robert Beric,Robert Beric,CHI,F,23.0,22.0,1931.0,12.0,1.0,62.0,29.0,1.0,1/2,7.0,5.0,0.56,19.4
296,E. Collier,Chicago Fire FC,26.0,22.0,472000.0,2020.0,0.3,Elliot Collier,Elliot Collier,CHI,F,21.0,2.0,519.0,0.0,1.0,20.0,7.0,0.0,0/0,0.0,0.0,0.0,0.0
297,M. Hedges,FC Dallas,30.0,30.0,1180000.0,2020.0,1.04,Matt Hedges,Matt Hedges,DAL,D,19.0,18.0,1538.0,0.0,1.0,8.0,2.0,0.0,0/0,0.0,0.0,0.0,0.0
298,R. Hollingshead,FC Dallas,29.0,22.0,1180000.0,2020.0,0.37,Ryan Hollingshead,Ryan Hollingshead,DAL,M,20.0,19.0,1731.0,4.0,1.0,31.0,11.0,4.0,0/0,2.0,2.0,0.21,12.9
299,J. Nelson,FC Dallas,22.0,20.0,472000.0,2020.0,-0.66,John Nelson,John Nelson,DAL,D,11.0,8.0,705.0,0.0,1.0,2.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
300,T. Santos,FC Dallas,31.0,30.0,1180000.0,2020.0,-0.7,Thiago Santos,Thiago Santos,DAL,M,20.0,19.0,1623.0,0.0,1.0,8.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
301,E. Cerrillo,FC Dallas,20.0,18.0,472000.0,2020.0,-0.1,Edwin Cerrillo,Edwin Cerrillo,DAL,M,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
302,B. Acosta,FC Dallas,27.0,25.0,2360000.0,2020.0,-0.18,Bryan Acosta,Bryan Acosta,DAL,M,11.0,10.0,759.0,0.0,2.0,17.0,8.0,0.0,0/0,0.0,0.0,0.0,0.0
303,T. Tessmann,FC Dallas,19.0,18.0,1180000.0,2020.0,-1.21,Tanner Tessmann,Tanner Tessmann,DAL,M,19.0,9.0,1001.0,0.0,1.0,16.0,4.0,0.0,0/0,0.0,0.0,0.0,0.0
304,P. Pomykal,FC Dallas,21.0,16.0,3540000.0,2020.0,0.25,Paxton Pomykal,Paxton Pomykal,DAL,M,5.0,1.0,150.0,1.0,0.0,1.0,1.0,0.0,0/0,1.0,0.0,0.6,100.0
305,A. Ricaurte,FC Dallas,29.0,28.0,1180000.0,2020.0,-0.38,Andres Ricaurte,Andres Ricaurte,DAL,M,14.0,13.0,1112.0,1.0,2.0,17.0,6.0,0.0,0/0,1.0,0.0,0.08,5.9
306,D. Sealy,FC Dallas,17.0,15.0,236000.0,2020.0,-0.08,Dante Sealy,Dante Sealy,DAL,F,5.0,0.0,49.0,0.0,0.0,2.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
307,E. Twumasi,FC Dallas,23.0,20.0,177000.0,2020.0,-0.1,Ema Twumasi,Ema Twumasi,DAL,F,4.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
308,J. Ferreira,FC Dallas,20.0,16.0,3540000.0,2020.0,-1.07,Jesus Ferreira,Jesus Ferreira,DAL,F,19.0,13.0,979.0,1.0,1.0,19.0,7.0,1.0,0/0,1.0,0.0,0.09,5.3
309,F. Jara,FC Dallas,32.0,31.0,2360000.0,2020.0,0.28,Franco Jara,Franco Jara,DAL,F,19.0,16.0,1388.0,7.0,0.0,37.0,20.0,3.0,1/1,4.0,3.0,0.45,18.9
310,R. Pepi,FC Dallas,18.0,16.0,1180000.0,2020.0,0.9,Ricardo Pepi,Ricardo Pepi,DAL,F,17.0,4.0,458.0,2.0,1.0,14.0,6.0,0.0,0/0,1.0,1.0,0.39,14.3
311,A. Long,New York Red Bulls,28.0,24.0,3540000.0,2020.0,-0.53,Aaron Long,Aaron Long,RBNY,D,16.0,15.0,1330.0,2.0,0.0,6.0,4.0,2.0,0/0,1.0,1.0,0.14,33.3
312,A. Tarek,New York Red Bulls,28.0,26.0,708000.0,2020.0,-0.36,Amro Tarek,Amro Tarek,RBNY,D,12.0,10.0,935.0,0.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
313,A. Reyes,New York Red Bulls,21.0,21.0,708000.0,2020.0,-0.93,Andres Reyes,Andres Reyes,RBNY,D,13.0,13.0,1101.0,0.0,0.0,9.0,3.0,0.0,0/0,0.0,0.0,0.0,0.0
314,S. Nealis,New York Red Bulls,24.0,21.0,413000.0,2020.0,-0.01,Sean Nealis,Sean Nealis,RBNY,D,6.0,5.0,453.0,0.0,1.0,2.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
315,J. Pendant,New York Red Bulls,24.0,23.0,944000.0,2020.0,-0.78,Jason Pendant,Jason Pendant,RBNY,D,20.0,17.0,1612.0,0.0,2.0,8.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
316,K. Duncan,New York Red Bulls,23.0,20.0,1180000.0,2020.0,0.39,Kyle Duncan,Kyle Duncan,RBNY,D,23.0,21.0,1908.0,3.0,4.0,13.0,4.0,1.0,0/0,2.0,1.0,0.14,23.1
317,M. Egbo,New York Red Bulls,23.0,22.0,354000.0,2020.0,0.28,Mandela Egbo,Mandela Egbo,RBNY,D,9.0,6.0,451.0,1.0,1.0,5.0,3.0,0.0,1/1,0.0,1.0,0.2,20.0
318,S. Davis,New York Red Bulls,28.0,21.0,1180000.0,2020.0,-0.59,Sean Davis,Sean Davis,RBNY,M,14.0,13.0,1086.0,0.0,1.0,6.0,2.0,0.0,0/0,0.0,0.0,0.0,0.0
319,D. Yearwood,New York Red Bulls,21.0,20.0,590000.0,2020.0,-0.87,Dru Yearwood,Dru Yearwood,RBNY,M,12.0,8.0,612.0,0.0,0.0,3.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
320,C. Clark,New York Red Bulls,17.0,17.0,3540000.0,2020.0,-0.6,Caden Clark,Caden Clark,RBNY,M,7.0,3.0,280.0,2.0,0.0,5.0,2.0,1.0,0/0,0.0,2.0,0.64,40.0
321,D. Royer,New York Red Bulls,30.0,26.0,2360000.0,2020.0,0.79,Daniel Royer,Daniel Royer,RBNY,M,20.0,15.0,1354.0,4.0,3.0,30.0,10.0,1.0,0/0,2.0,2.0,0.27,13.3
322,O. Fernandez,New York Red Bulls,22.0,19.0,944000.0,2020.0,-0.14,Omir Fernandez,Omir Fernandez,RBNY,M,15.0,5.0,569.0,2.0,1.0,12.0,3.0,0.0,0/0,1.0,1.0,0.32,16.7
323,F. Valot,New York Red Bulls,28.0,24.0,826000.0,2020.0,-0.42,Florian Valot,Florian Valot,RBNY,M,23.0,17.0,1510.0,2.0,3.0,24.0,6.0,1.0,0/0,0.0,2.0,0.12,8.3
324,B. White,New York Red Bulls,25.0,22.0,1180000.0,2020.0,-0.14,Brian White,Brian White,RBNY,F,18.0,10.0,872.0,5.0,1.0,26.0,11.0,2.0,0/0,2.0,3.0,0.52,19.2
325,T. Barlow,New York Red Bulls,25.0,23.0,590000.0,2020.0,1.05,Tom Barlow,Tom Barlow,RBNY,F,21.0,12.0,974.0,3.0,0.0,39.0,20.0,1.0,0/0,3.0,0.0,0.28,7.7
326,R. Veselinovic,Vancouver Whitecaps FC,21.0,21.0,1180000.0,2020.0,-0.32,Ranko Veselinovic,Ranko Veselinovic,VAN,D,18.0,16.0,1384.0,0.0,0.0,5.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
327,É. Godoy,Vancouver Whitecaps FC,27.0,26.0,1180000.0,2020.0,0.85,Erik Godoy,Erik Godoy,VAN,D,12.0,11.0,940.0,0.0,0.0,2.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
328,D. Cornelius,Vancouver Whitecaps FC,23.0,21.0,590000.0,2020.0,-0.25,Derek Cornelius,Derek Cornelius,VAN,D,13.0,11.0,1011.0,0.0,0.0,7.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
329,J. Khmiri,Vancouver Whitecaps FC,23.0,21.0,472000.0,2020.0,-0.42,Jasser Khmiri,Jasser Khmiri,VAN,D,5.0,5.0,387.0,0.0,0.0,2.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
330,A. Adnan,Vancouver Whitecaps FC,27.0,25.0,1180000.0,2020.0,0.53,Ali Adnan,Ali Adnan,VAN,D,22.0,20.0,1769.0,2.0,5.0,14.0,5.0,0.0,0/0,2.0,0.0,0.1,14.3
331,C. Gutiérrez,Vancouver Whitecaps FC,24.0,22.0,944000.0,2020.0,0.0,Cristian Gutierrez,Cristian Gutierrez,VAN,D,12.0,7.0,665.0,0.0,2.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
332,J. Nerwinski,Vancouver Whitecaps FC,26.0,22.0,826000.0,2020.0,-1.28,Jake Nerwinski,Jake Nerwinski,VAN,D,21.0,18.0,1700.0,2.0,0.0,5.0,4.0,1.0,0/0,2.0,0.0,0.11,40.0
333,R. Teibert,Vancouver Whitecaps FC,28.0,16.0,1180000.0,2020.0,-1.53,Russell Teibert,Russell Teibert,VAN,M,20.0,19.0,1585.0,0.0,1.0,5.0,4.0,0.0,0/0,0.0,0.0,0.0,0.0
334,M. Baldisimo,Vancouver Whitecaps FC,20.0,18.0,708000.0,2020.0,0.03,Michael Baldisimo,Michael Baldisimo,VAN,M,13.0,7.0,703.0,1.0,3.0,4.0,3.0,0.0,0/0,1.0,0.0,0.13,25.0
335,J. Bikel,Vancouver Whitecaps FC,25.0,24.0,1180000.0,2020.0,-0.01,Janio Bikel,Janio Bikel,VAN,D,12.0,12.0,948.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
336,L. Owusu,Vancouver Whitecaps FC,23.0,22.0,885000.0,2020.0,-0.9,Leonard Owusu,Leonard Owusu,VAN,M,20.0,14.0,1301.0,0.0,1.0,10.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
337,A. Rose,Vancouver Whitecaps FC,31.0,28.0,531000.0,2020.0,0.16,Andy Rose,Andy Rose,VAN,M,13.0,10.0,854.0,0.0,1.0,4.0,2.0,0.0,0/0,0.0,0.0,0.0,0.0
338,P. Metcalfe,Vancouver Whitecaps FC,22.0,21.0,177000.0,2020.0,-0.3,Patrick Metcalfe,Patrick Metcalfe,VAN,M,7.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
339,C. Dájome,Vancouver Whitecaps FC,27.0,26.0,2360000.0,2020.0,-0.86,Cristian Dajome,Cristian Dajome,VAN,F,23.0,18.0,1604.0,3.0,4.0,31.0,10.0,1.0,0/0,2.0,1.0,0.17,9.7
340,R. Raposo,Vancouver Whitecaps FC,22.0,20.0,590000.0,2020.0,-1.02,Ryan Raposo,Ryan Raposo,VAN,M,15.0,2.0,375.0,0.0,1.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
341,L. Cavallini,Vancouver Whitecaps FC,28.0,27.0,4720000.0,2020.0,1.04,Lucas Cavallini,Lucas Cavallini,VAN,F,18.0,16.0,1457.0,6.0,0.0,44.0,18.0,4.0,0/2,5.0,1.0,0.37,13.6
342,T. Bair,Vancouver Whitecaps FC,21.0,19.0,590000.0,2020.0,-0.65,Theo Bair,Theo Bair,VAN,F,16.0,6.0,446.0,1.0,0.0,6.0,3.0,0.0,0/0,1.0,0.0,0.2,16.7
343,T. Ricketts,Vancouver Whitecaps FC,33.0,32.0,413000.0,2020.0,-1.06,Tosaint Ricketts,Tosaint Ricketts,VAN,F,16.0,5.0,456.0,2.0,0.0,5.0,2.0,2.0,0/0,1.0,1.0,0.39,40.0
344,D. Pines,D.C. United,22.0,20.0,767000.0,2020.0,1.14,Donovan Pines,Donovan Pines,DC,D,16.0,15.0,1353.0,3.0,0.0,15.0,8.0,0.0,0/0,2.0,1.0,0.2,20.0
345,F. Brillant,D.C. United,35.0,32.0,354000.0,2020.0,-0.24,Frederic Brillant,Frederic Brillant,DC,D,19.0,18.0,1682.0,2.0,0.0,6.0,3.0,1.0,0/0,1.0,1.0,0.11,33.3
346,J. Mora,D.C. United,28.0,25.0,944000.0,2020.0,-1.07,Joseph Mora,Joseph Mora,DC,D,21.0,19.0,1585.0,0.0,1.0,4.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
347,J. Moreno,D.C. United,27.0,24.0,1180000.0,2020.0,-1.44,Junior Moreno,Junior Moreno,DC,M,20.0,20.0,1721.0,0.0,1.0,10.0,3.0,0.0,0/0,0.0,0.0,0.0,0.0
348,M. Nyeman,D.C. United,17.0,15.0,413000.0,2020.0,-0.14,Moses Nyeman,Moses Nyeman,DC,M,11.0,5.0,490.0,0.0,1.0,2.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
349,R. Canouse,D.C. United,25.0,22.0,1180000.0,2020.0,-0.54,Russell Canouse,Russell Canouse,DC,M,15.0,15.0,1233.0,2.0,0.0,5.0,3.0,0.0,0/0,1.0,1.0,0.15,40.0
350,J. Gressel,D.C. United,27.0,26.0,4720000.0,2020.0,0.18,Julian Gressel,Julian Gressel,DC,M,22.0,19.0,1682.0,2.0,3.0,28.0,5.0,1.0,0/0,1.0,1.0,0.11,7.1
351,K. Paredes,D.C. United,17.0,16.0,944000.0,2020.0,-0.41,Kevin Paredes,Kevin Paredes,DC,M,17.0,9.0,944.0,0.0,1.0,5.0,3.0,0.0,0/0,0.0,0.0,0.0,0.0
352,E. Flores,D.C. United,26.0,25.0,3540000.0,2020.0,-0.95,Edison Flores,Edison Flores,DC,M,13.0,11.0,872.0,0.0,3.0,15.0,4.0,0.0,0/0,0.0,0.0,0.0,0.0
353,Y. Asad,D.C. United,26.0,25.0,2360000.0,2020.0,-1.25,Yamil Asad,Yamil Asad,DC,M,23.0,18.0,1582.0,3.0,2.0,19.0,7.0,0.0,2/2,2.0,1.0,0.17,15.8
354,G. Yow,D.C. United,18.0,16.0,354000.0,2020.0,-0.64,Griffin Yow,Griffin Yow,DC,F,12.0,4.0,391.0,2.0,0.0,5.0,5.0,0.0,0/0,1.0,1.0,0.46,40.0
355,O. Kamara,D.C. United,31.0,29.0,1180000.0,2020.0,-0.9,Ola Kamara,Ola Kamara,DC,F,22.0,17.0,1327.0,4.0,0.0,28.0,9.0,0.0,2/2,3.0,1.0,0.27,14.3
356,Y. Reyna,D.C. United,27.0,27.0,944000.0,2020.0,-0.71,Yordy Reyna,Yordy Reyna,DC,M-F,13.0,7.0,632.0,1.0,2.0,12.0,3.0,1.0,0/0,0.0,1.0,0.14,8.3
357,E. Sorga,D.C. United,21.0,20.0,590000.0,2020.0,-0.62,Erik Sorga,Erik Sorga,DC,F,17.0,6.0,668.0,1.0,0.0,16.0,4.0,1.0,0/0,0.0,1.0,0.13,6.3
358,A. Perez,D.C. United,25.0,25.0,295000.0,2020.0,-0.39,Adrien Perez,Adrien Perez,DC,F,9.0,2.0,299.0,0.0,0.0,7.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
359,J. Elliott,Philadelphia Union,25.0,21.0,1180000.0,2020.0,0.73,Jack Elliott,Jack Elliott,PHI,D,17.0,10.0,981.0,1.0,0.0,10.0,6.0,0.0,0/0,1.0,0.0,0.09,10.0
360,J. Glesnes,Philadelphia Union,26.0,25.0,1180000.0,2020.0,-0.57,Jakob Glesnes,Jakob Glesnes,PHI,D,19.0,17.0,1493.0,1.0,0.0,8.0,2.0,0.0,0/0,0.0,1.0,0.06,12.5
361,K. Wagner,Philadelphia Union,24.0,21.0,2360000.0,2020.0,-0.42,Kai Wagner,Kai Wagner,PHI,D,14.0,14.0,1186.0,1.0,2.0,5.0,1.0,0.0,0/0,1.0,0.0,0.08,20.0
362,M. Real,Philadelphia Union,21.0,18.0,708000.0,2020.0,-0.8,Matthew Real,Matthew Real,PHI,D,15.0,5.0,622.0,1.0,2.0,7.0,2.0,0.0,0/0,0.0,1.0,0.14,14.3
363,O. Mbaizo,Philadelphia Union,23.0,20.0,708000.0,2020.0,-0.01,Olivier Mbaizo,Olivier Mbaizo,PHI,D,14.0,12.0,1057.0,0.0,2.0,3.0,2.0,0.0,0/0,0.0,0.0,0.0,0.0
364,J. Andrés Martínez,Philadelphia Union,26.0,25.0,708000.0,2020.0,-0.39,Jose Andres Martinez,Jose Andres Martinez,PHI,M,14.0,14.0,1148.0,0.0,2.0,20.0,3.0,0.0,0/0,0.0,0.0,0.0,0.0
365,C. Turner,Philadelphia Union,19.0,18.0,206500.0,2020.0,-0.03,Cole Turner,Cole Turner,PHI,M,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
366,J. Monteiro,Philadelphia Union,27.0,26.0,3540000.0,2020.0,-0.44,Jamiro Monteiro,Jamiro Monteiro,PHI,M,22.0,22.0,1941.0,3.0,6.0,32.0,14.0,0.0,1/1,2.0,1.0,0.14,9.4
367,A. Bedoya,Philadelphia Union,33.0,29.0,826000.0,2020.0,1.64,Alejandro Bedoya,Alejandro Bedoya,PHI,M,21.0,21.0,1832.0,3.0,3.0,31.0,12.0,1.0,0/0,1.0,2.0,0.15,9.7
368,A. Fontana,Philadelphia Union,21.0,18.0,2360000.0,2020.0,-0.29,Anthony Fontana,Anthony Fontana,PHI,M,17.0,5.0,509.0,6.0,0.0,16.0,13.0,3.0,0/0,3.0,3.0,1.06,37.5
369,K. Przybylko,Philadelphia Union,27.0,25.0,2360000.0,2020.0,0.65,Kacper Przybylko,Kacper Przybylko,PHI,F,23.0,23.0,1974.0,8.0,6.0,54.0,25.0,4.0,1/1,5.0,3.0,0.36,14.8
370,S. Santos,Philadelphia Union,26.0,24.0,1180000.0,2020.0,1.32,Sergio Santos,Sergio Santos,PHI,F,21.0,17.0,1218.0,8.0,2.0,34.0,12.0,3.0,0/0,6.0,2.0,0.59,23.5
371,C. Burke,Philadelphia Union,29.0,26.0,708000.0,2020.0,0.83,Cory Burke,Cory Burke,PHI,F,5.0,0.0,110.0,2.0,0.0,9.0,5.0,1.0,0/0,2.0,0.0,1.64,22.2
372,O. Alanís,San Jose Earthquakes,31.0,30.0,1180000.0,2020.0,0.69,Oswaldo Alanis,Oswaldo Alanis,SJ,D,14.0,14.0,1188.0,2.0,1.0,13.0,4.0,0.0,0/0,1.0,1.0,0.15,15.4
373,F. Jungwirth,San Jose Earthquakes,32.0,28.0,944000.0,2020.0,-0.81,Florian Jungwirth,Florian Jungwirth,SJ,D,19.0,18.0,1612.0,0.0,0.0,4.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
374,T. Beason,San Jose Earthquakes,23.0,22.0,295000.0,2020.0,-1.01,Tanner Beason,Tanner Beason,SJ,D,9.0,9.0,810.0,0.0,0.0,5.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
375,M. López,San Jose Earthquakes,21.0,19.0,1180000.0,2020.0,0.4,Marcos Lopez,Marcos Lopez,SJ,D,13.0,11.0,990.0,2.0,2.0,7.0,4.0,0.0,0/0,1.0,1.0,0.18,28.6
376,T. Thompson,San Jose Earthquakes,25.0,18.0,1180000.0,2020.0,0.41,Tommy Thompson,Tommy Thompson,SJ,D,20.0,13.0,1125.0,1.0,4.0,10.0,4.0,0.0,0/0,0.0,1.0,0.08,10.0
377,P. Marie,San Jose Earthquakes,25.0,22.0,354000.0,2020.0,0.15,Paul Marie,Paul Marie,SJ,D,12.0,4.0,353.0,1.0,0.0,4.0,2.0,0.0,0/0,1.0,0.0,0.25,25.0
378,J. Akanyirige,San Jose Earthquakes,19.0,15.0,236000.0,2020.0,0.1,Jacob Akanyirige,Jacob Akanyirige,SJ,D,1.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
379,E. Remedi,San Jose Earthquakes,25.0,25.0,2360000.0,2020.0,-0.85,Eric Remedi,Eric Remedi,SJ,M,18.0,12.0,1161.0,1.0,1.0,11.0,1.0,0.0,0/0,0.0,1.0,0.08,9.1
380,J. Yueill,San Jose Earthquakes,23.0,19.0,2360000.0,2020.0,-0.17,Jackson Yueill,Jackson Yueill,SJ,M,21.0,21.0,1861.0,1.0,1.0,20.0,8.0,1.0,0/0,0.0,1.0,0.05,5.0
381,E. Calvillo,San Jose Earthquakes,23.0,20.0,236000.0,2020.0,0.09,Eric Calvillo,Eric Calvillo,SJ,M,6.0,1.0,184.0,0.0,1.0,2.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
382,J. Skahan,San Jose Earthquakes,23.0,21.0,118000.0,2020.0,-0.05,Jack Skahan,Jack Skahan,SJ,M,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
383,G. Fuentes,San Jose Earthquakes,19.0,15.0,206500.0,2020.0,-0.18,Gilbert Fuentes,Gilbert Fuentes,SJ,M,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
384,C. Fierro,San Jose Earthquakes,26.0,24.0,1180000.0,2020.0,0.14,Carlos Fierro,Carlos Fierro,SJ,M,16.0,11.0,961.0,2.0,3.0,21.0,8.0,0.0,0/0,1.0,1.0,0.19,9.5
385,S. Salinas,San Jose Earthquakes,34.0,25.0,354000.0,2020.0,1.34,Shea Salinas,Shea Salinas,SJ,M,23.0,4.0,774.0,2.0,2.0,10.0,3.0,1.0,0/0,0.0,2.0,0.23,20.0
386,C. Espinoza,San Jose Earthquakes,25.0,24.0,2360000.0,2020.0,0.61,Cristian Espinoza,Cristian Espinoza,SJ,M,23.0,22.0,1812.0,3.0,9.0,52.0,19.0,3.0,0/0,2.0,1.0,0.15,5.8
387,S. Haji,San Jose Earthquakes,21.0,19.0,206500.0,2020.0,0.18,Siad Haji,Siad Haji,SJ,M,4.0,0.0,49.0,0.0,0.0,1.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
388,A. Ríos,San Jose Earthquakes,31.0,29.0,944000.0,2020.0,-2.4,Andres Rios,Andres Rios,SJ,F,22.0,20.0,1711.0,5.0,1.0,28.0,8.0,1.0,1/1,3.0,2.0,0.26,17.9
389,C. Cowell,San Jose Earthquakes,17.0,15.0,708000.0,2020.0,0.11,Cade Cowell,Cade Cowell,SJ,F,17.0,4.0,466.0,1.0,1.0,14.0,7.0,0.0,0/0,0.0,1.0,0.19,7.1
390,C. Wondolowski,San Jose Earthquakes,38.0,26.0,354000.0,2020.0,-1.03,Chris Wondolowski,Chris Wondolowski,SJ,F,22.0,13.0,1275.0,7.0,1.0,31.0,19.0,1.0,2/3,4.0,3.0,0.49,22.6
391,D. Steres,Los Angeles Galaxy,30.0,25.0,885000.0,2020.0,0.93,Daniel Steres,Daniel Steres,LA,D,20.0,20.0,1800.0,1.0,0.0,9.0,3.0,0.0,0/0,1.0,0.0,0.05,11.1
392,G. González,Los Angeles Galaxy,33.0,31.0,885000.0,2020.0,-0.74,Giancarlo Gonzalez,Giancarlo Gonzalez,LA,D,10.0,9.0,754.0,1.0,0.0,3.0,2.0,0.0,0/0,1.0,0.0,0.12,33.3
393,J. Villafaña,Los Angeles Galaxy,31.0,31.0,1180000.0,2020.0,-0.13,Jorge Villafana,Jorge Villafaña,LA,F,19.0,17.0,1550.0,1.0,5.0,3.0,1.0,0.0,0/0,0.0,1.0,0.06,33.3
394,D. Traoré,Los Angeles Galaxy,22.0,20.0,236000.0,2020.0,0.25,Diedie Traore,Diedie Traore,LA,D,6.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
395,J. Araujo,Los Angeles Galaxy,19.0,17.0,2360000.0,2020.0,0.24,Julian Araujo,Julian Araujo,LA,D,17.0,17.0,1298.0,1.0,3.0,8.0,3.0,0.0,0/0,1.0,0.0,0.07,12.5
396,O. Fisher,Los Angeles Galaxy,29.0,29.0,354000.0,2020.0,-0.43,Oniel Fisher,Oniel Fisher,LA,D,15.0,6.0,673.0,0.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
397,C. Harvey,Los Angeles Galaxy,21.0,21.0,206500.0,2020.0,-0.19,Carlos Harvey,Carlos Harvey,LA,M,6.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
398,S. Lletget,Los Angeles Galaxy,28.0,22.0,2360000.0,2020.0,-0.42,Sebastian Lletget,Sebastian Lletget,LA,M,21.0,19.0,1692.0,6.0,4.0,37.0,18.0,1.0,0/0,4.0,2.0,0.32,16.2
399,J. dos Santos,Los Angeles Galaxy,30.0,27.0,1180000.0,2020.0,-0.92,Jonathan dos Santos,Jonathan dos Santos,LA,M,13.0,7.0,700.0,0.0,0.0,2.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
400,E. Álvarez,Los Angeles Galaxy,18.0,15.0,4720000.0,2020.0,0.25,Efrain Alvarez,Efrain Alvarez,LA,M,16.0,6.0,718.0,1.0,2.0,17.0,4.0,0.0,0/0,0.0,1.0,0.13,5.9
401,S. Kljestan,Los Angeles Galaxy,35.0,34.0,413000.0,2020.0,0.42,Sacha Kljestan,Sacha Kljestan,LA,M,15.0,8.0,769.0,0.0,0.0,13.0,4.0,0.0,0/0,0.0,0.0,0.0,0.0
402,K. Koreniuk,Los Angeles Galaxy,23.0,22.0,236000.0,2020.0,0.3,Kai Koreniuk,Kai Koreniuk,LA,M,4.0,0.0,12.0,1.0,0.0,2.0,2.0,1.0,0/0,1.0,0.0,7.5,50.0
403,C. Dunbar,Los Angeles Galaxy,18.0,17.0,236000.0,2020.0,-0.01,Cameron Dunbar,Cameron Dunbar,LA,F,4.0,1.0,82.0,0.0,0.0,3.0,0.0,0.0,0/0,0.0,0.0,0.0,0.0
404,E. Zubak,Los Angeles Galaxy,22.0,20.0,472000.0,2020.0,0.26,Ethan Zubak,Ethan Zubak,LA,F,15.0,11.0,787.0,2.0,0.0,19.0,7.0,1.0,0/0,1.0,1.0,0.23,10.5
405,T. Parker,Houston Dynamo FC,28.0,27.0,1180000.0,2020.0,-0.91,Tim Parker,Tim Parker,HOU,D,19.0,18.0,1620.0,0.0,1.0,2.0,1.0,0.0,0/0,0.0,0.0,0.0,0.0
